,yr_district_id,winner_votes,totalvotes,year,state,winner,winner_party,writein,district_id,winner_voteshare,total_dem_votes,total_rep_votes,total_dem_vote_share,total_rep_vote_share
656,1978-MS-02,57678,93408,1978,Mississippi,David Bowen,democrat,FALSE,MS-02,0.617484584,57678,35730,0.617484584,0.382515416
1091,1980-MS-02,96750,139050,1980,Mississippi,David Bowen,democrat,FALSE,MS-02,0.69579288,96750,42300,0.69579288,0.30420712
1528,1982-MS-02,74450,147873,1982,Mississippi,Webb Franklin,republican,FALSE,MS-02,0.503472574,71536,74450,0.483766475,0.503472574
1963,1984-MS-02,92392,182420,1984,Mississippi,Webb Franklin,republican,FALSE,MS-02,0.506479553,89154,92392,0.488729306,0.506479553
2398,1986-MS-02,73119,141411,1986,Mississippi,Mike Espy,democrat,FALSE,MS-02,0.517067272,73119,68292,0.517067272,0.482932728
2833,1988-MS-02,112401,173631,1988,Mississippi,Mike Espy,democrat,FALSE,MS-02,0.647355599,112401,59827,0.647355599,0.344564047
3268,1990-MS-02,59393,70617,1990,Mississippi,Mike Espy,democrat,FALSE,MS-02,0.841058102,59393,11224,0.841058102,0.158941898
3707,1992-MS-02,133361,174609,1992,Mississippi,Mike Espy,democrat,FALSE,MS-02,0.763769336,133361,41248,0.763769336,0.236230664
4142,1994-MS-02,68014,126692,1994,Mississippi,Bennie G. Thompson,democrat,FALSE,MS-02,0.536845263,68014,49270,0.536845263,0.388895905
4577,1996-MS-02,102503,171933,1996,Mississippi,Bennie G. Thompson,democrat,FALSE,MS-02,0.596179907,102503,69430,0.596179907,0.403820093
4999,1998-MS-02,80284,112817,1998,Mississippi,Bennie G. Thompson,democrat,FALSE,MS-02,0.711630339,80284,32533,0.711630339,0.288369661
5434,2000-MS-02,112777,173307,2000,Mississippi,Bennie G. Thompson,democrat,FALSE,MS-02,0.6507354,112777,58395,0.6507354,0.336945421
5873,2002-MS-02,89913,163050,2002,Mississippi,Bennie G. Thompson,democrat,FALSE,MS-02,0.551444342,89913,69711,0.551444342,0.427543698
6308,2004-MS-02,154626,264869,2004,Mississippi,Bennie G. Thompson,democrat,FALSE,MS-02,0.583782927,154626,107647,0.583782927,0.406416002
6743,2006-MS-02,100160,155832,2006,Mississippi,Bennie G. Thompson,democrat,FALSE,MS-02,0.642743467,100160,55672,0.642743467,0.357256533
7174,2008-MS-02,201606,291970,2008,Mississippi,Bennie G. Thompson,democrat,FALSE,MS-02,0.690502449,201606,90364,0.690502449,0.309497551
7609,2010-MS-02,105327,171356,2010,Mississippi,Bennie G. Thompson,democrat,FALSE,MS-02,0.614667709,105327,64499,0.614667709,0.376403511
8042,2012-MS-02,214978,320244,2012,Mississippi,Bennie G. Thompson,democrat,FALSE,MS-02,0.671294388,214978,99160,0.671294388,0.3096389
8477,2014-MS-02,100688,148646,2014,Mississippi,Bennie G. Thompson,democrat,FALSE,MS-02,0.677367706,100688,0,0.677367706,0
8912,2016-MS-02,192343,286626,2016,Mississippi,Bennie G. Thompson,democrat,FALSE,MS-02,0.67105915,192343,83542,0.67105915,0.291466929
9347,2018-MS-02,158921,221379,2018,Mississippi,Bennie G. Thompson,democrat,FALSE,MS-02,0.717868452,158921,0,0.717868452,0
222,1976-MS-03,129088,137409,1976,Mississippi,G. V. (Sonny) Montgomer,democrat,FALSE,MS-03,0.939443559,129088,8321,0.939443559,0.060556441
657,1978-MS-03,101685,110093,1978,Mississippi,G. V. (Sonny) Montgomer,democrat,FALSE,MS-03,0.923628205,101685,8408,0.923628205,0.076371795
1092,1980-MS-03,128035,128035,1980,Mississippi,G. V. (Sonny) Montgomer,democrat,FALSE,MS-03,1,128035,0,1,0
1529,1982-MS-03,114530,123049,1982,Mississippi,G. V. (Sonny) Montgomer,democrat,FALSE,MS-03,0.930767418,114530,0,0.930767418,0
1964,1984-MS-03,158002,158002,1984,Mississippi,G. V. (Sonny) Montgomer,democrat,FALSE,MS-03,1,158002,0,1,0
2399,1986-MS-03,80575,80575,1986,Mississippi,G. V. (Sonny) Montgomer,democrat,FALSE,MS-03,1,80575,0,1,0
2834,1988-MS-03,164651,185380,1988,Mississippi,G. V. (Sonny) Montgomer,democrat,FALSE,MS-03,0.888181034,164651,20729,0.888181034,0.111818966
3269,1990-MS-03,49162,49162,1990,Mississippi,G. V. (Sonny) Montgomer,democrat,FALSE,MS-03,1,49162,0,1,0
3708,1992-MS-03,162864,200574,1992,Mississippi,G. V. (Sonny) Montgomer,democrat,FALSE,MS-03,0.81198959,162864,37710,0.81198959,0.18801041
4143,1994-MS-03,83163,122989,1994,Mississippi,G. V. (Sonny) Montgomer,democrat,FALSE,MS-03,0.676182423,83163,39826,0.676182423,0.323817577
4578,1996-MS-03,115443,188144,1996,Mississippi,"Charles W. """"Chip"""" Pickering",republican,FALSE,MS-03,0.613588528,68658,116984,0.364922612,0.621779063
5000,1998-MS-03,84785,100250,1998,Mississippi,"Charles W. """"Chip"""" Pickering",republican,FALSE,MS-03,0.845735661,0,100250,0,1
5435,2000-MS-03,153899,210363,2000,Mississippi,"Charles W. """"Chip"""" Pickering",republican,FALSE,MS-03,0.731587779,54151,156212,0.257416941,0.742583059
5874,2002-MS-03,139329,219151,2002,Mississippi,"Charles W. """"Chip"""" Pickering",republican,FALSE,MS-03,0.635767119,76184,140089,0.347632454,0.639235048
6309,2004-MS-03,234874,293368,2004,Mississippi,"Charles W. """"Chip"""" Pickering",republican,FALSE,MS-03,0.8006122,0,234874,0,0.8006122
6744,2006-MS-03,125421,161480,2006,Mississippi,"Charles W. """"Chip"""" Pickering",republican,FALSE,MS-03,0.776696805,0,125421,0,0.776696805
7175,2008-MS-03,213171,340869,2008,Mississippi,Gregg Harper,republican,FALSE,MS-03,0.625375144,127698,213171,0.374624856,0.625375144
7610,2010-MS-03,132393,194716,2010,Mississippi,Gregg Harper,republican,FALSE,MS-03,0.679928717,60737,132393,0.311926087,0.679928717
8043,2012-MS-03,234717,293322,2012,Mississippi,Gregg Harper,republican,FALSE,MS-03,0.800202508,0,234717,0,0.800202508
8478,2014-MS-03,117771,170946,2014,Mississippi,Gregg Harper,republican,FALSE,MS-03,0.688936857,47744,117771,0.279292876,0.688936857
8913,2016-MS-03,209490,316445,2016,Mississippi,Gregg Harper,republican,FALSE,MS-03,0.662010776,96101,209490,0.303689425,0.662010776
9348,2018-MS-03,160284,257271,2018,Mississippi,Michael Guest,republican,FALSE,MS-03,0.623016197,94461,160284,0.367165363,0.623016197
223,1976-MS-04,101132,132991,1976,Mississippi,Thad Cochran,republican,FALSE,MS-04,0.760442436,28737,101132,0.216082291,0.760442436
658,1978-MS-04,68225,132132,1978,Mississippi,Jon C. Henson,republican,FALSE,MS-04,0.516339721,34837,68225,0.263653014,0.516339721
1093,1980-MS-04,69321,177896,1980,Mississippi,Jon C. Henson,republican,FALSE,MS-04,0.389671493,52303,69321,0.294008859,0.389671493
1530,1982-MS-04,79977,152216,1982,Mississippi,Wayne Dowdy,democrat,FALSE,MS-04,0.525417827,79977,69469,0.525417827,0.456384349
1965,1984-MS-04,113635,205432,1984,Mississippi,Wayne Dowdy,democrat,FALSE,MS-04,0.553151408,113635,91797,0.553151408,0.446848592
2400,1986-MS-04,85819,120009,1986,Mississippi,Wayne Dowdy,democrat,FALSE,MS-04,0.7151047,85819,34190,0.7151047,0.2848953
2835,1988-MS-04,110184,201063,1988,Mississippi,Mike Parker,democrat,FALSE,MS-04,0.548007341,110184,88433,0.548007341,0.439827318
3270,1990-MS-04,57137,70891,1990,Mississippi,Mike Parker,democrat,FALSE,MS-04,0.805983834,57137,13754,0.805983834,0.194016166
3709,1992-MS-04,130927,194544,1992,Mississippi,Mike Parker,democrat,FALSE,MS-04,0.672994284,130927,43705,0.672994284,0.224653549
4144,1994-MS-04,82939,121139,1994,Mississippi,Mike Parker,democrat,FALSE,MS-04,0.684659771,82939,38200,0.684659771,0.315340229
4579,1996-MS-04,112444,183663,1996,Mississippi,Mike Parker,republican,FALSE,MS-04,0.612230008,66836,113401,0.363905632,0.617440639
5001,1998-MS-04,73252,137199,1998,Mississippi,Ronnie Shows,democrat,FALSE,MS-04,0.533910597,73252,62449,0.533910597,0.455170956
5436,2000-MS-04,115732,199034,2000,Mississippi,Ronnie Shows,democrat,FALSE,MS-04,0.581468493,115732,81798,0.581468493,0.410975009
5875,2002-MS-04,121742,161868,2002,Mississippi,Gene Taylor,democrat,FALSE,MS-04,0.752106655,121742,37684,0.752106655,0.232806979
6310,2004-MS-04,179979,280382,2004,Mississippi,Gene Taylor,democrat,FALSE,MS-04,0.641906399,179979,96740,0.641906399,0.345029281
6745,2006-MS-04,110996,139113,2006,Mississippi,Gene Taylor,democrat,FALSE,MS-04,0.797883735,110996,28117,0.797883735,0.202116265
7176,2008-MS-04,216542,290519,2008,Mississippi,Gene Taylor,democrat,FALSE,MS-04,0.74536261,216542,73977,0.74536261,0.25463739
7611,2010-MS-04,105613,203384,2010,Mississippi,Steven Palazzo,republican,FALSE,MS-04,0.519278803,95243,107354,0.468291508,0.527838965
8044,2012-MS-04,182998,285432,2012,Mississippi,Steven Palazzo,republican,FALSE,MS-04,0.641126433,82344,200980,0.288489027,0.704125676
8479,2014-MS-04,108776,155576,2014,Mississippi,Steven Palazzo,republican,FALSE,MS-04,0.699182393,37869,112249,0.24341158,0.721505888
8914,2016-MS-04,181323,278779,2016,Mississippi,Steven Palazzo,republican,FALSE,MS-04,0.650418432,77505,196010,0.278015919,0.70310174
9349,2018-MS-04,152633,223732,2018,Mississippi,Steven Palazzo,republican,FALSE,MS-04,0.682213541,68787,152633,0.307452667,0.682213541
224,1976-MS-05,104554,153278,1976,Mississippi,Trent Lott,republican,FALSE,MS-05,0.682120069,48724,104554,0.317879931,0.682120069
659,1978-MS-05,97177,97177,1978,Mississippi,Trent Lott,republican,FALSE,MS-05,1,0,97177,0,1
1094,1980-MS-05,131559,177975,1980,Mississippi,Trent Lott,republican,FALSE,MS-05,0.739199326,46416,131559,0.260800674,0.739199326
1531,1982-MS-05,82884,105518,1982,Mississippi,Trent Lott,republican,FALSE,MS-05,0.785496313,22634,82884,0.214503687,0.785496313
1966,1984-MS-05,142637,168477,1984,Mississippi,Trent Lott,republican,FALSE,MS-05,0.846625949,25840,142637,0.153374051,0.846625949
2401,1986-MS-05,75288,91431,1986,Mississippi,Trent Lott,republican,FALSE,MS-05,0.823440627,16143,75288,0.176559373,0.823440627
2836,1988-MS-05,100185,182219,1988,Mississippi,Larkin Smith,republican,FALSE,MS-05,0.549805454,82034,100185,0.450194546,0.549805454
3271,1990-MS-05,89926,110514,1990,Mississippi,Gene Taylor,democrat,FALSE,MS-05,0.813706861,89926,20588,0.813706861,0.186293139
3710,1992-MS-05,120766,191058,1992,Mississippi,Gene Taylor,democrat,FALSE,MS-05,0.632090779,120766,67619,0.632090779,0.353918705
4145,1994-MS-05,73179,121754,1994,Mississippi,Gene Taylor,democrat,FALSE,MS-05,0.601039802,73179,48575,0.601039802,0.398960198
4580,1996-MS-05,103415,177445,1996,Mississippi,Gene Taylor,democrat,FALSE,MS-05,0.582800304,103415,71597,0.582800304,0.403488405
5002,1998-MS-05,78661,101095,1998,Mississippi,Gene Taylor,democrat,FALSE,MS-05,0.778089915,78661,20871,0.778089915,0.206449379
5437,2000-MS-05,153264,194395,2000,Mississippi,Gene Taylor,democrat,FALSE,MS-05,0.78841534,153264,38311,0.78841534,0.197078114
3711,1992-MT-00,203711,403735,1992,Montana,Pat Williams,democrat,FALSE,MT-00,0.504566114,203711,200024,0.504566114,0.495433886
4146,1994-MT-00,171372,352133,1994,Montana,Pat Williams,democrat,FALSE,MT-00,0.48666839,171372,148715,0.48666839,0.422326223
4581,1996-MT-00,211975,404426,1996,Montana,Rick Hill,republican,FALSE,MT-00,0.524137914,174516,211975,0.431515283,0.524137914
5003,1998-MT-00,175748,331551,1998,Montana,Rick Hill,republican,FALSE,MT-00,0.530078329,147073,181400,0.44359088,0.54712548
5438,2000-MT-00,211418,410521,2000,Montana,Dennis Rehberg,republican,FALSE,MT-00,0.514999233,189971,220550,0.462755864,0.537244136
5876,2002-MT-00,214100,331321,2002,Montana,Dennis Rehberg,republican,FALSE,MT-00,0.646201116,108233,223088,0.326671114,0.673328886
6311,2004-MT-00,286076,444230,2004,Montana,Dennis Rehberg,republican,FALSE,MT-00,0.643981721,145606,298624,0.32777165,0.67222835
6746,2006-MT-00,239124,406125,2006,Montana,Dennis Rehberg,republican,FALSE,MT-00,0.58879409,158916,247209,0.391298246,0.608701754
7177,2008-MT-00,308470,480900,2008,Montana,Dennis Rehberg,republican,FALSE,MT-00,0.641443127,155930,324970,0.324246205,0.675753795
7612,2010-MT-00,217696,360341,2010,Montana,Dennis Rehberg,republican,FALSE,MT-00,0.604138857,121954,238387,0.338440533,0.661559467
8045,2012-MT-00,255468,479740,2012,Montana,Steve Daines,republican,FALSE,MT-00,0.532513445,204939,274801,0.427187643,0.572812357
8480,2014-MT-00,203871,367963,2014,Montana,Ryan Zinke,republican,FALSE,MT-00,0.554052989,148690,219273,0.404089542,0.595910458
8915,2016-MT-00,285358,507831,2016,Montana,Ryan Zinke,republican,FALSE,MT-00,0.561915283,205919,301912,0.405487259,0.594512741
9350,2018-MT-00,256661,504421,2018,Montana,Greg Gianforte,republican,FALSE,MT-00,0.508822987,233284,271137,0.462478763,0.537521237
225,1976-MT-01,111487,167784,1976,Montana,Max Baucus,democrat,FALSE,MT-01,0.66446741,111487,56297,0.66446741,0.33553259
660,1978-MT-01,86016,150109,1978,Montana,Pat Williams,democrat,FALSE,MT-01,0.573023603,86016,64093,0.573023603,0.426976397
1095,1980-MT-01,112866,183740,1980,Montana,Pat Williams,democrat,FALSE,MT-01,0.614270164,112866,70874,0.614270164,0.385729836
1532,1982-MT-01,100087,167602,1982,Montana,Pat Williams,democrat,FALSE,MT-01,0.597170678,100087,67515,0.597170678,0.402829322
1967,1984-MT-01,126998,193452,1984,Montana,Pat Williams,democrat,FALSE,MT-01,0.656483262,126998,66454,0.656483262,0.343516738
2402,1986-MT-01,98501,159731,1986,Montana,Pat Williams,democrat,FALSE,MT-01,0.616668023,98501,61230,0.616668023,0.383331977
2837,1988-MT-01,115278,189683,1988,Montana,Pat Williams,democrat,FALSE,MT-01,0.607740282,115278,74405,0.607740282,0.392259718
3272,1990-MT-01,100409,164246,1990,Montana,Pat Williams,democrat,FALSE,MT-01,0.611333,100409,63837,0.611333,0.388667
226,1976-MT-02,84149,153121,1976,Montana,Ron Marlence,republican,FALSE,MT-02,0.549558846,68972,84149,0.450441154,0.549558846
661,1978-MT-02,75766,133246,1978,Montana,Ron Marlenee,republican,FALSE,MT-02,0.568617444,57480,75766,0.431382556,0.568617444
1096,1980-MT-02,91431,154801,1980,Montana,Ron Marlenee,republican,FALSE,MT-02,0.590635719,63370,91431,0.409364281,0.590635719
1533,1982-MT-02,79968,148937,1982,Montana,Ron Marienee,republican,FALSE,MT-02,0.536925009,65815,83122,0.441898252,0.558101748
1968,1984-MT-02,116932,177377,1984,Montana,Ron Marlenee,republican,FALSE,MT-02,0.659228649,60445,116932,0.340771351,0.659228649
2403,1986-MT-02,84548,158131,1986,Montana,Ron Marlenee,republican,FALSE,MT-02,0.534670621,73583,84548,0.465329379,0.534670621
2838,1988-MT-02,97465,175534,1988,Montana,Ron Marlenee,republican,FALSE,MT-02,0.555248556,78069,97465,0.444751444,0.555248556
3273,1990-MT-02,96449,153188,1990,Montana,Ron Marlenee,republican,FALSE,MT-02,0.62961198,56739,96449,0.37038802,0.62961198
227,1976-NC-01,98611,129956,1976,North Carolina,Walter Jones,democrat,FALSE,NC-01,0.758802979,98611,29295,0.758802979,0.225422451
662,1978-NC-01,67716,84530,1978,North Carolina,Walter Jones,democrat,FALSE,NC-01,0.801088371,67716,16814,0.801088371,0.198911629
1097,1980-NC-01,108738,108738,1980,North Carolina,Walter Jones,democrat,FALSE,NC-01,1,108738,0,1,0
1534,1982-NC-01,79954,98342,1982,North Carolina,Walter Jones,democrat,FALSE,NC-01,0.813019869,79954,18388,0.813019869,0.186980131
1969,1984-NC-01,122815,182968,1984,North Carolina,Walter Jones,democrat,FALSE,NC-01,0.671237593,122815,60153,0.671237593,0.328762407
2404,1986-NC-01,91122,131034,1986,North Carolina,Walter Jones,democrat,FALSE,NC-01,0.695407299,91122,39912,0.695407299,0.304592701
2839,1988-NC-01,118027,181040,1988,North Carolina,Walter Jones,democrat,FALSE,NC-01,0.651938798,118027,63013,0.651938798,0.348061202
3274,1990-NC-01,105832,163358,1990,North Carolina,Walter Jones,democrat,FALSE,NC-01,0.647853181,105832,57526,0.647853181,0.352146819
3712,1992-NC-01,116078,173262,1992,North Carolina,Eva M. Clayton,democrat,FALSE,NC-01,0.669956482,116078,57184,0.669956482,0.330043518
4147,1994-NC-01,66827,109429,1994,North Carolina,Eva M. Clayton,democrat,FALSE,NC-01,0.610688209,66827,42602,0.610688209,0.389311791
4582,1996-NC-01,108759,165028,1996,North Carolina,Eva M. Clayton,democrat,FALSE,NC-01,0.659033619,108759,55738,0.659033619,0.337748746
5004,1998-NC-01,85125,136747,1998,North Carolina,Eva M. Clayton,democrat,FALSE,NC-01,0.622499945,85125,51622,0.622499945,0.377500055
5439,2000-NC-01,124171,189168,2000,North Carolina,Eva M. Clayton,democrat,FALSE,NC-01,0.656405946,124171,64997,0.656405946,0.343594054
5877,2002-NC-01,93157,146157,2002,North Carolina,Frank W. Ballance Jr.,democrat,FALSE,NC-01,0.637376246,93157,53000,0.637376246,0.362623754
6312,2004-NC-01,137667,215175,2004,North Carolina,G. K. Butterfield,democrat,FALSE,NC-01,0.639790868,137667,77508,0.639790868,0.360209132
6747,2006-NC-01,82510,82510,2006,North Carolina,G. K. Butterfield,democrat,FALSE,NC-01,1,82510,0,1,0
7178,2008-NC-01,192765,274271,2008,North Carolina,G. K. Butterfield,democrat,FALSE,NC-01,0.702826766,192765,81506,0.702826766,0.297173234
7613,2010-NC-01,103294,174161,2010,North Carolina,G. K. Butterfield,democrat,FALSE,NC-01,0.593094895,103294,70867,0.593094895,0.406905105
8046,2012-NC-01,254644,338066,2012,North Carolina,G. K. Butterfield,democrat,FALSE,NC-01,0.753237533,254644,83422,0.753237533,0.246762467
8481,2014-NC-01,154333,210323,2014,North Carolina,G. K. Butterfield,democrat,FALSE,NC-01,0.733790408,154333,55990,0.733790408,0.266209592
8916,2016-NC-01,240661,350699,2016,North Carolina,G. K. Butterfield,democrat,FALSE,NC-01,0.686232353,240661,110038,0.686232353,0.313767647
9351,2018-NC-01,190457,272675,2018,North Carolina,G. K. Butterfield,democrat,FALSE,NC-01,0.698476208,190457,82218,0.698476208,0.301523792
228,1976-NC-02,113368,113368,1976,North Carolina,L. H. Fountain,democrat,FALSE,NC-02,1,113368,0,1,0
663,1978-NC-02,61851,79053,1978,North Carolina,L. H. Fountain,democrat,FALSE,NC-02,0.78239915,61851,17202,0.78239915,0.21760085
1098,1980-NC-02,99297,135243,1980,North Carolina,L. H. Fountain,democrat,FALSE,NC-02,0.734211752,99297,35946,0.734211752,0.265788248
1535,1982-NC-02,59617,111326,1982,North Carolina,Tim Valentine,democrat,FALSE,NC-02,0.53551731,75607,35719,0.679149525,0.320850475
1970,1984-NC-02,122292,180604,1984,North Carolina,Tim Valentine,democrat,FALSE,NC-02,0.67712786,122292,58312,0.67712786,0.32287214
2405,1986-NC-02,95320,127835,1986,North Carolina,Tim Valentine,democrat,FALSE,NC-02,0.745648688,95320,32515,0.745648688,0.254351312
2840,1988-NC-02,128832,128832,1988,North Carolina,Tim Valentine,democrat,FALSE,NC-02,1,128832,0,1,0
3275,1990-NC-02,130979,175242,1990,North Carolina,Tim Valentine,democrat,FALSE,NC-02,0.747417856,130979,44263,0.747417856,0.252582144
3713,1992-NC-02,113693,211569,1992,North Carolina,Tim Valentine,democrat,FALSE,NC-02,0.53738024,113693,97876,0.53738024,0.46261976
4148,1994-NC-02,79207,141329,1994,North Carolina,David Funderburk,republican,FALSE,NC-02,0.56044407,62122,79207,0.43955593,0.56044407
4583,1996-NC-02,113820,216629,1996,North Carolina,Bob Etheridge,democrat,FALSE,NC-02,0.525414418,113820,101843,0.525414418,0.470126345
5005,1998-NC-02,100550,175194,1998,North Carolina,Bob Etheridge,democrat,FALSE,NC-02,0.57393518,100550,74644,0.57393518,0.42606482
5440,2000-NC-02,146733,251838,2000,North Carolina,Bob Etheridge,democrat,FALSE,NC-02,0.582648369,146733,105105,0.582648369,0.417351631
5878,2002-NC-02,100121,153184,2002,North Carolina,Bob Etheridge,democrat,FALSE,NC-02,0.653599593,100121,53063,0.653599593,0.346400407
6313,2004-NC-02,145079,232890,2004,North Carolina,Bob Etheridge,democrat,FALSE,NC-02,0.622950749,145079,87811,0.622950749,0.377049251
6748,2006-NC-02,85993,129264,2006,North Carolina,Bob Etheridge,democrat,FALSE,NC-02,0.665250959,85993,43271,0.665250959,0.334749041
7179,2008-NC-02,199730,298430,2008,North Carolina,Bob Etheridge,democrat,FALSE,NC-02,0.669269175,199730,98700,0.669269175,0.330730825
7614,2010-NC-02,93876,189774,2010,North Carolina,Renee Ellmers,republican,FALSE,NC-02,0.494672611,92393,97381,0.486858052,0.513141948
8047,2012-NC-02,174066,311397,2012,North Carolina,Renee Ellmers,republican,FALSE,NC-02,0.558984191,128973,182424,0.414175474,0.585824526
8482,2014-NC-02,122128,207607,2014,North Carolina,Renee Ellmers,republican,FALSE,NC-02,0.588265328,85479,122128,0.411734672,0.588265328
8917,2016-NC-02,221485,390567,2016,North Carolina,George Holding,republican,FALSE,NC-02,0.567085801,169082,221485,0.432914199,0.567085801
9352,2018-NC-02,170072,331704,2018,North Carolina,George Holding,republican,FALSE,NC-02,0.512722186,151977,179727,0.458170538,0.541829462
