,B01001_002E,B01001_004E,B01001_005E,B01001_006E,B01001_007E,B01001_008E,B01001_009E,B01001_010E,B01001_011E,B01001_012E,B01001_013E,B01001_014E,B01001_015E,B01001_016E,B01001_017E,B01001_018E,B01001_019E,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_026E,B01001_028E,B01001_029E,B01001_030E,B01001_031E,B01001_032E,B01001_033E,B01001_034E,B01001_035E,B01001_036E,B01001_037E,B01001_038E,B01001_039E,B01001_040E,B01001_041E,B01001_042E,B01001_043E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E,B01003_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E,B03003_002E,B03003_003E,B05002_002E,B05002_003E,B05002_004E,B05002_009E,B05002_013E,B06009_001E,B06009_002E,B06009_003E,B06009_004E,B06009_005E,B06009_006E,B07001_017E,B07001_033E,B07001_049E,B07001_065E,B07001_081E,B08101_001E,B08101_025E,B08101_033E,B08101_049E,B14001_002E,B14001_008E,B14001_009E,B15002_001E,B15002_015E,B15002_016E,B15002_017E,B15002_018E,B15002_032E,B15002_033E,B15002_034E,B15002_035E,B17001_002E,B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,B19013_001E,B19081_001E,B19081_002E,B19081_003E,B19081_004E,B19081_005E,B19081_006E,B21001_002E,B21001_003E,B23025_001E,B23025_002E,B23025_003E,B23025_004E,B23025_005E,B23025_006E,B23025_007E,B24020_001E,B24020_112E,B24020_131E,B24020_263E,B24020_282E,B25001_001E,B25002_002E,B25002_003E,B25003_001E,B25003_002E,B25003_003E,B25027_001E,B25027_002E,B25027_010E,B25063_001E,B25064_001E,B25075_001E,B25075_002E,B25075_003E,B25075_004E,B25075_005E,B25075_006E,B25075_007E,B25075_008E,B25075_009E,B25075_010E,B25075_011E,B25075_012E,B25075_013E,B25075_014E,B25075_015E,B25075_016E,B25075_017E,B25075_018E,B25075_019E,B25075_020E,B25075_021E,B25075_022E,B25075_023E,B25075_024E,B25075_025E,B25088_001E,year
MD-05,366458,23708,25806,16846,13427,6376,6606,17447,22639,21524,22265,26296,27746,29337,25002,8103,13415,6342,7992,10445,6118,2977,3677,385935,21593,26108,16164,13402,5383,5738,15610,23118,23768,24190,26243,33499,32784,28109,9375,11502,8314,7581,11343,7066,5326,6928,752393,390564,288534,3462,31042,1012,17621,20158,697046,55347,673662,294138,368958,10566,78731,493024,44273,136128,150209,97048,65366,659498,40647,16735,22533,4773,380762,31187,7001,14226,216261,62347,16820,493024,45451,20748,3974,4461,51597,29435,3368,3380,55364,253925,9748,6301,7038,7809,6277,7710,5952,7929,5823,16373,25448,38981,30689,25172,28603,24072,88481,20757,56296,88162,126731,218627,317909,69216,502770,599349,418109,413082,383738,29344,5027,181240,288493,28537,15012,784,3081,274878,253925,20953,253925,195613,58312,195613,155075,40538,58312,1397,195613,5152,459,483,1064,657,557,145,452,652,364,1177,652,520,3135,3810,10340,11231,31650,33308,47074,23692,13333,3106,2600,1784,2013
MD-06,371628,25773,24580,15502,10157,4401,5860,15002,23262,26711,26211,27130,27325,26723,24684,8769,12680,7211,7750,11179,7888,5069,3608,375430,24718,24164,14353,8430,4100,3421,14034,22347,25296,27157,24995,27734,29356,26432,8025,12631,9534,8506,11700,9867,7053,8697,747058,509038,99811,2163,79823,331,27713,28179,653524,93534,588793,329870,248325,10598,158265,505530,47978,124522,125471,110334,97225,640661,56256,14801,20577,5724,369039,26413,8052,17437,197319,45317,11777,505530,49986,32497,8668,9373,60348,33975,6547,6165,70066,269193,14284,8538,9083,9847,8058,12297,8807,9313,9916,18969,27333,34992,29075,18252,23211,27218,73832,16493,44753,74248,114806,255201,450014,43510,525387,591110,404986,402948,374860,28088,2038,186124,265183,21738,15445,601,3631,294278,269193,25085,269193,183194,85999,183194,137880,45314,85999,1216,183194,3807,280,357,373,562,994,447,1097,1419,1927,2747,2024,3463,8573,8183,12770,10371,20761,18477,28070,18108,23710,8601,6073,1557,2013
MD-07,346135,24018,20520,14447,10866,6317,5816,15080,25725,25755,19740,19973,23386,27260,25249,7522,10799,5990,7331,10234,6675,4582,4600,378557,20351,23510,13246,11552,5187,5636,16523,25131,27205,22185,22204,26380,30404,24503,11141,13300,8909,9863,12749,9612,7976,8924,724692,260116,393876,2767,45608,0,6774,15551,698422,26270,655040,456956,190725,7359,69652,485307,66791,123861,119556,91254,83845,606358,63909,25870,14276,4327,320348,42401,12013,13468,194251,48564,16211,485307,41986,23863,8299,5969,49268,32591,8632,4491,123371,271652,28357,17266,12825,11935,10715,11111,9682,12671,9769,21343,22156,32051,20120,14267,16342,21042,54943,9087,29918,55334,92645,216838,378335,39249,522597,581087,361670,361232,327173,34059,438,219417,234592,12551,14328,481,4434,320376,271652,48724,271652,150132,121520,150132,108778,41354,121520,997,150132,3569,776,947,863,489,649,392,1984,2036,2627,3136,3195,4617,9848,8643,10340,9725,13299,10828,17687,13877,22531,5122,2952,1302,2013
MD-08,366816,24200,26246,14536,8859,4521,4387,12730,24413,24757,22264,26638,28536,27403,25945,8762,11679,9176,7178,11813,7520,5992,6000,389260,23332,23980,14601,8493,2878,2438,12924,25497,25618,22468,28779,29748,29512,27580,10215,14552,9647,10568,12975,9216,9951,11923,756076,519023,87354,1301,70701,0,52819,24878,647352,108724,575834,244963,316207,14664,180242,526325,46879,96958,107767,124275,150446,641186,51864,13545,27503,12890,397324,56206,10358,23382,193995,41935,12902,526325,57663,37811,18752,16245,66612,51259,14026,12353,49745,275893,8849,4754,5742,7996,7190,6631,7916,7276,9836,16098,23756,35787,32261,24892,33311,43598,97192,24322,60098,96366,144116,321760,587692,40082,541099,603289,429884,427510,404525,22985,2374,173405,289754,20631,11389,736,2718,289352,275893,13459,275893,189019,86874,189019,137724,51295,86874,1501,189019,2303,248,277,183,57,308,181,158,291,333,435,50,518,2107,2922,4401,5061,13489,17703,40429,28024,37199,17471,14871,1852,2013
MA-01,353265,19415,25260,15145,11985,5762,5786,14850,21633,21329,21826,19034,24238,26812,28054,8499,13352,8059,9650,11583,8136,6222,6605,376700,19573,22662,14161,11832,6514,5131,15389,21610,21317,21609,23039,26486,29260,27461,10354,15356,8112,10038,15305,11326,8159,13311,729965,607404,47607,2105,12253,418,42959,17219,611098,118867,670834,482462,143717,44655,59131,497775,65290,156182,137945,79656,58702,634843,60494,12602,11430,2797,336380,6502,9943,13269,182701,45788,7809,497775,37235,18396,5367,3245,42421,25716,3769,2209,110719,284602,21544,18820,18421,15176,12588,15811,11093,12015,10852,23185,23913,37178,26159,14604,14178,9065,52300,11345,29194,52512,84443,169643,282943,50001,524446,595005,379711,379134,343560,35574,577,215294,220124,19705,25041,704,5561,317802,284602,33200,284602,183803,100799,183803,124138,59665,100799,816,183803,3607,733,1299,1141,538,956,188,885,945,777,1356,3131,3081,11681,14999,22030,21891,32002,21205,24032,8298,6421,1115,1492,1148,2013
MA-02,359943,21731,22364,15236,14914,7999,6603,17081,22006,22196,20346,23824,27000,29389,23955,9240,11849,8993,7950,10010,6765,4732,4601,378699,20642,22489,14046,16246,7035,7936,17126,21844,23516,21320,24439,28892,28868,27310,9112,11850,9392,8833,10582,8621,8957,10658,738642,627444,37976,1472,38690,213,13241,19606,671917,66725,648594,479091,149642,19861,90048,487050,43017,138586,125126,100983,79338,626261,61469,21436,15616,5061,362680,7714,13419,19650,208892,66013,13802,487050,47537,26120,5299,8068,53446,30709,4866,4276,97862,273688,16809,14013,13482,14821,12626,11744,9486,10728,9695,20383,25975,37716,25103,18161,18220,14726,61313,13332,34797,61690,96950,191970,310983,40388,541098,602788,399839,399335,369507,29828,504,202949,236478,19048,20768,361,3998,296442,273688,22754,273688,172154,101534,172154,123493,48661,101534,943,172154,3669,160,907,587,463,219,208,298,521,806,780,1062,748,5748,7767,13729,14406,33536,26539,32792,13528,10759,1932,990,1439,2013
MA-03,368541,22693,26526,15595,9904,4891,4088,16355,26609,23194,19102,24534,27799,29860,28529,9714,13180,7339,6946,12015,8208,5462,3854,374391,23986,22917,15273,9229,4726,4440,12653,23095,21889,20063,28448,26797,32163,27353,9816,13407,7501,8282,13290,9507,8195,9638,742932,566124,30358,966,54130,0,68699,22655,609935,132997,617527,462580,128130,26817,125405,505789,60163,139718,123489,106261,76158,643412,60847,14554,11037,5011,357213,8943,9503,15644,192343,40537,9660,505789,48780,27157,3888,6859,57481,30454,3843,3957,88513,272413,16511,13690,13019,12833,11201,11257,11049,7978,8419,16917,28484,34922,25266,18848,21167,20852,67009,13364,36797,66848,104949,217215,360694,36736,535094,593106,401364,401119,365721,35398,245,191742,246907,17576,21900,520,10344,289596,272413,17183,272413,171296,101117,171296,123350,47946,101117,1014,171296,4300,203,284,722,623,318,115,201,559,361,797,1102,1021,6017,6670,10211,10619,21933,24956,36144,17022,18177,5087,3854,1584,2013
MA-04,358252,26668,25722,15422,10450,3681,5590,12907,20187,19106,22689,25239,26740,29886,25493,9026,13560,8659,8940,10443,8022,4375,5423,388106,25098,24392,15396,10263,5219,5516,14705,22212,20742,23318,28572,29503,30361,28967,10154,13182,9786,8029,14265,9311,8939,10183,746358,652514,19754,679,44095,308,8267,20741,719327,27031,654900,456021,188244,10635,91458,505312,36898,109144,114874,125729,118667,647933,44232,25027,16826,5704,376473,30322,12458,21894,210329,47704,14632,505312,59185,29141,14791,11991,66544,43247,11476,8021,53523,271362,12048,7373,10127,9014,7111,9660,8833,8345,9165,15801,23562,32797,30507,21047,26696,39276,85262,18340,49974,85568,132212,321319,605256,36248,537214,596130,411182,411001,384544,26457,181,184948,259769,18356,15584,409,3485,288657,271362,17295,271362,192444,78918,192444,136613,55831,78918,1144,192444,4057,105,184,557,607,151,567,402,420,153,422,1010,578,2158,2103,5925,5626,19024,22891,40625,22166,31315,14846,16552,1749,2013
MA-05,363631,21455,21893,11373,10446,5146,5009,15590,29064,30922,23724,27212,25739,26530,23676,8473,10039,7361,8553,9684,8132,4909,5582,390434,19639,20284,13821,11478,5854,6332,15651,30516,28671,24734,25977,29675,27734,28157,6862,11247,7740,10803,12895,9507,9196,12561,754065,602379,37548,1615,73504,126,17405,21488,687959,66106,588827,410733,165828,12266,165238,525875,38844,105888,94411,144813,141919,631506,57121,24952,17354,13285,398307,57847,21485,19874,198210,50326,23677,525875,68977,43057,10159,15472,75836,53580,9702,9949,59426,285472,14297,10944,11361,10250,6722,10261,7891,9058,7792,18189,24635,33391,28344,22288,30698,39351,83430,16105,47456,83453,132780,306479,583829,28920,572083,618577,434398,434020,407663,26357,378,184179,278305,14163,13957,267,3536,301653,285472,16181,285472,172166,113306,172166,120135,52031,113306,1364,172166,2995,92,88,274,152,215,209,219,510,135,546,107,191,449,1595,2402,2374,9084,13914,38775,32530,39806,13051,12453,1901,2013
MA-06,363099,22936,22882,16473,9923,3206,4632,14229,20444,21345,21972,25110,28892,29526,27890,9811,11653,8686,8504,12469,9679,6803,5440,387524,21173,23863,12794,9088,4419,4600,12430,21537,21296,21102,27643,30280,31629,29699,10492,15524,9350,10607,15465,11470,9282,13926,750623,643619,25623,170,34040,450,29572,17149,692054,58569,658927,527297,123496,8134,91696,527526,37680,133585,133620,135198,87443,658335,55588,16618,9753,3535,379809,23365,11905,17238,187437,40141,10589,527526,63591,29010,7426,5370,71607,36275,5060,4302,64388,285301,14583,12507,9676,11257,9167,12256,8405,8939,8117,18545,27085,38954,29996,20887,28428,26499,76182,15607,44092,76160,117229,239061,404486,41190,548329,609884,415226,414692,386697,27995,534,194658,256052,18087,16544,711,3766,304075,285301,18774,285301,193297,92004,193297,135430,57867,92004,1128,193297,4663,243,36,94,266,537,292,470,237,231,416,442,388,2600,1880,3774,4556,13169,21502,56472,34796,34422,6591,5220,1744,2013
MA-07,361234,17430,18006,11564,16966,10654,8374,23741,42722,33076,26218,24441,21024,20887,16315,6530,9111,5018,6457,8847,6410,4084,3405,389828,16185,17067,9513,18921,11402,9830,24558,48069,36958,22974,24519,21948,21983,20526,7395,10171,5768,8384,10654,7136,7404,8159,751062,384466,186429,3468,69438,42,62004,45215,599340,151722,517925,331537,162849,23539,233137,496593,82369,121534,92538,105757,94395,581304,82959,33072,29694,15138,386518,119294,50974,12833,230006,92396,33353,496593,52349,26794,7282,9203,53408,34813,9109,7194,147321,281574,35901,17333,12949,11930,11572,11796,10291,11939,10904,21485,25842,29795,24419,14622,14558,16238,52036,7582,27425,52380,87136,199596,359260,17985,602900,634864,436258,436104,396859,39245,154,198606,251383,8160,16115,494,4918,305507,281574,23933,281574,93664,187910,93664,69465,24199,187910,1261,93664,2314,88,128,147,218,41,88,293,168,85,90,0,83,1728,1543,2974,3002,9593,10651,24537,11351,15125,3856,5561,1762,2013
MA-08,368902,20055,22450,14274,9205,3700,3022,15469,34010,25993,22721,24610,30267,27018,26727,7711,12303,7988,8040,10102,7624,6738,6550,390434,20858,20378,14441,8399,4449,3478,15108,30453,29288,27499,24784,28126,30253,27050,8759,11760,7600,8473,14508,12149,9849,11384,759336,597538,71697,965,52353,0,18840,17943,716736,42600,636981,505662,119193,12126,122355,540337,43875,138244,124145,138066,96007,654999,48069,26840,12071,7542,394520,65385,19927,12892,180906,40079,16750,540337,65781,30563,8678,6376,72285,38587,6784,5019,68341,290708,14378,13347,10714,10673,10824,10487,9849,9530,8662,19168,26917,37617,31163,22271,27263,27845,75359,15476,43631,75155,117617,251510,447887,39016,563673,623717,433865,433387,402069,31318,478,189852,281349,15963,16520,292,4387,309869,290708,19161,290708,176148,114560,176148,127152,48996,114560,1247,176148,4427,274,0,277,68,527,70,313,322,198,252,229,587,1883,1476,5852,4740,14981,21993,47190,29541,27826,7972,5150,1762,2013
MA-09,348907,21140,20632,12975,9453,4023,5812,13660,18427,18209,19968,21186,25492,28031,26979,10244,13042,11089,11061,14571,10587,6735,8109,370934,18892,19753,12419,9248,3286,4114,13363,17386,18481,18235,22385,27702,28722,29220,11497,17782,11282,14180,18382,12635,11413,15506,719841,648893,17435,2518,9814,0,24582,16599,680779,39062,652154,499517,139166,13471,67687,518538,56949,147989,147316,100952,65332,645999,40202,14531,11369,1571,334413,9473,8892,14197,160029,34024,7466,518538,47135,18695,4928,3918,53817,29497,4385,3909,80420,291201,19717,16730,13959,13745,12244,14769,12358,11398,10076,21762,30336,38870,26660,16331,16678,15568,59245,12137,33721,58968,91711,191004,320390,49798,530418,598413,377260,375979,341383,34596,1281,221153,215801,24538,19806,1021,5279,400040,291201,108839,291201,205837,85364,205837,136315,69522,85364,883,205837,5284,113,553,807,558,433,329,812,484,189,906,628,744,3196,2028,7900,9580,25461,30425,46490,26254,26918,9510,6235,1427,2013
MI-01,358396,19136,20518,13293,8702,6118,5934,13685,18312,19002,18585,21919,23638,27288,28966,11830,15951,10155,12772,17527,12660,8099,6929,346595,18259,19584,11902,7762,5393,3980,11149,16424,17386,16820,19278,22070,27850,28253,12073,16162,11089,11649,18259,13311,10687,11942,704991,648551,11417,18832,4807,342,1063,19979,693463,11528,692706,565205,123915,3586,12285,506886,45651,180368,164467,74083,42317,607125,44480,29950,15361,2147,286416,2268,10178,13557,152053,35759,4735,506886,35361,14327,3661,2934,38722,17290,2228,1877,105897,290082,21106,19823,18758,22011,20522,19583,15742,16745,15257,27218,30555,30271,14178,7105,5160,6048,41971,11126,26204,42091,63188,134787,243317,66799,501862,586247,324250,323302,292293,31009,948,261997,178989,20529,23726,500,5025,441743,290082,151661,290082,224770,65312,224770,123754,101016,65312,640,224770,5428,2228,2699,3548,2854,4710,3403,10506,10775,11807,13936,14234,9347,25474,18198,20862,12867,16215,11768,9636,4894,5316,1787,2278,682,2013
MI-02,353731,25961,25105,15311,11331,6260,5241,15781,24023,22682,20774,22071,21762,25519,24471,7876,11741,7441,8404,11213,6972,6024,4330,363383,23741,24159,15273,12056,5899,5945,16507,22205,23429,21317,22064,22036,26668,25806,7997,11730,8905,10027,11005,9282,7707,8538,717114,624294,39876,3667,14433,0,13007,21837,649661,67453,681363,572836,103151,5376,35751,464019,49534,147688,155283,77937,33577,591166,72604,33351,9076,1900,327597,4059,5884,11267,192120,44681,6042,464019,38088,12594,2661,1542,39849,14291,1749,740,108808,266995,18284,14149,14621,15753,16751,16009,14517,13816,12497,26337,30337,31497,19224,10386,7846,4971,48717,12305,30086,48475,72308,143416,235694,43383,499420,563515,362511,362275,333846,28429,236,201004,212356,17193,38252,1176,13207,311213,266995,44218,266995,194930,72065,194930,120916,74014,72065,716,194930,8185,3703,1574,1997,1833,2541,1679,6599,5599,8149,9831,12420,9560,29312,22834,22213,10509,16024,8984,6151,1539,1566,960,1168,820,2013
MI-03,355875,28093,23800,15508,9818,4481,4893,15168,23008,23878,20792,24677,24994,25718,23843,9348,11100,7021,7903,9560,6392,6483,5119,364856,26435,22986,14895,9410,4572,5340,13689,24391,22432,22335,23033,24384,25485,27539,8690,11568,7559,8733,11245,9463,7895,9082,720731,605450,65835,4134,13217,89,8430,23576,672235,48496,685686,563334,114285,8067,35045,473670,47356,130914,153792,88513,53095,589694,73661,29169,12624,4418,323681,4912,7872,14772,192153,40510,8393,473670,42285,16979,6028,3791,46228,21625,2919,1753,104450,266003,18235,13320,12889,13469,15789,15147,13347,12781,14466,23881,30083,33569,19463,10943,9873,8748,51202,12438,31858,51346,77510,166391,296833,45032,495666,561517,361392,361049,330783,30266,343,200125,216096,18582,30963,884,7820,294941,266003,28938,266003,193195,72808,193195,125194,68001,72808,759,193195,7182,2359,1831,1307,1998,2229,1216,7484,6759,7915,9169,11052,9363,24304,19416,20130,13230,15543,11038,9827,4926,3679,755,483,902,2013
MI-04,353777,21541,22270,14307,12333,8397,5229,16502,19992,20336,18767,21713,24159,26195,26560,9695,12672,8938,10468,14165,9579,5944,5172,355646,18353,24055,13416,12816,7252,6790,13876,18294,19116,18488,20255,23634,26665,26156,10395,13465,8506,11483,15209,11208,8519,9888,709423,664626,15335,4168,7223,160,3415,14496,688446,20977,695157,607723,84358,3076,14266,475636,49380,167467,162467,62178,34144,597784,56608,36714,9238,2251,288373,1393,9159,12735,191166,57891,7907,475636,29280,11606,2152,3136,32898,13634,1578,2038,125254,275617,23946,16897,18026,18817,16259,17944,16369,15241,14894,23366,27938,29731,15457,8722,6746,5264,42813,10405,26470,43035,65736,136280,229194,51700,506935,576270,331189,330993,295369,35624,196,245081,186994,20760,28773,782,6805,344432,275617,68815,275617,208995,66622,208995,122165,86830,66622,677,208995,6078,3137,2613,3598,3103,3645,3142,8294,10563,11762,12884,15519,11566,26084,17875,20702,12850,14565,8635,7997,2071,1412,474,426,742,2013
MI-05,330132,22811,21381,15041,10002,4743,4346,13314,19616,18304,19039,19575,22203,24531,25468,7991,12064,7737,9104,12330,9257,6301,4498,352716,21455,21273,13432,8495,4982,4923,14397,19644,19117,20035,22217,22874,27477,27194,8859,14105,8572,10778,13088,12466,9054,9135,682848,531329,119555,2353,5674,88,5661,18188,650069,32779,669396,575607,90979,2810,13452,462633,55599,154535,166632,52559,33308,571938,70988,22951,8541,1733,264902,2798,4824,8963,171637,40672,6230,462633,24191,11312,2483,1902,28368,14527,1946,1138,143625,276177,30426,16938,20349,17721,18845,18502,16352,14257,13405,22163,24742,29457,15476,7194,5640,4710,39662,8819,24061,39980,62687,131012,222614,47978,479629,547068,307077,306849,271568,35281,228,239991,169488,14785,25305,452,6483,326006,276177,49829,276177,196485,79692,196485,110610,85875,79692,674,196485,10251,6637,4866,6299,5723,5193,4157,12845,12979,13103,11868,15236,10318,23788,13933,14006,7444,7833,4540,3212,931,639,437,247,731,2013
MI-06,350217,23335,24568,14866,9643,5328,4922,18976,20858,20741,18280,23831,22165,25990,25322,8708,12414,8549,9499,11341,7990,5447,5561,359759,22314,22249,14576,10799,6884,6388,14571,20174,21657,19273,22684,22725,25882,25847,9770,13724,9786,9115,12302,10232,7332,10385,709976,603919,59926,2495,10957,93,9452,23134,670561,39415,680381,498227,177556,4598,29595,467584,47679,145961,153873,74047,46024,589735,67554,29608,13475,1399,314956,2321,7568,13444,191358,49774,8885,467584,35292,15065,3604,4359,38755,18212,2051,2733,116451,271517,20947,17332,16729,14909,16228,16872,14137,14194,11945,21491,30870,33806,19495,8157,8379,6026,46738,11038,28214,47043,72455,145025,245332,47573,497398,564767,350798,350674,319351,31323,124,213969,203955,18497,30463,880,9428,324399,271517,52882,271517,193565,77952,193565,121590,71975,77952,685,193565,7405,2263,1985,1742,1653,2508,2240,5958,6891,8491,8879,11318,11303,25938,19533,19863,9890,16542,10166,10406,3074,3628,684,1205,822,2013
MI-07,354995,23197,23538,16497,10448,6265,3771,13301,20134,20813,20468,22901,25573,27969,27302,10830,12633,8151,9088,13071,8591,5871,4130,348542,22340,22099,14292,8872,4616,4481,11926,18681,19553,19334,21200,23969,28184,27002,10514,14289,8204,9251,14444,10489,8586,8407,703537,642781,32868,2420,6083,280,4723,14382,674450,29087,687505,526655,158051,2799,16032,479632,43781,157830,166781,71534,39706,596574,55459,33247,9290,1472,304720,3816,5482,10389,175684,36136,6902,479632,35034,13606,2541,2668,36500,17560,1474,1857,98989,270177,17667,14635,16842,15131,14313,13624,14137,15477,12262,21027,31558,34160,20957,12141,8959,7287,50462,12254,30796,50762,77231,149896,239360,47553,495572,563672,341389,341202,310958,30244,187,222283,207638,18607,34573,660,7484,302832,270177,32655,270177,203254,66923,203254,127309,75945,66923,743,203254,8185,3516,2387,3422,2490,2527,2011,6029,7616,9377,9220,11664,8591,23182,17185,23448,12563,19224,12156,11510,3310,2413,689,539,869,2013
MI-08,352444,22991,23559,15565,14707,6549,6502,18112,20304,20085,19523,23688,26530,27201,24669,9640,11693,8210,8675,11111,5945,5006,3526,361423,19025,25643,14802,14153,7531,6985,15912,20689,19885,19198,24109,26919,27665,25398,9852,13958,7741,9594,11567,7285,6890,7206,713867,616504,36021,2150,26753,634,5770,26035,677017,36850,662109,541547,116364,4198,51758,463762,26508,102352,156003,105393,73506,587837,63452,37116,13182,4775,338345,4024,8282,13497,216755,67967,15503,463762,53544,23938,7029,5943,51849,28748,4164,3684,84016,272257,16778,11219,11707,11871,11046,14604,11508,11536,11362,20872,29680,35487,27214,16103,16055,15215,61456,13847,37017,61472,94316,193207,323967,39788,514297,573589,377313,377185,346867,30318,128,196276,221321,13456,20811,794,4404,293616,272257,21359,272257,194468,77789,194468,135998,58470,77789,830,194468,6711,1691,1683,1341,1754,1520,959,3646,4428,6213,5883,6996,5181,17057,16068,22134,16574,25407,18343,18638,6954,3878,917,492,1144,2013
